X,Y
642.3,10.5
500.3,12.5
622.3,21.5
514.3,22.5
94.3,24.5
472.3,24.5
262.3,28.5
237.3,29.5
285.3,30.5
332.3,32.5
373.3,32.5
436.3,37.5
297.3,46.5
512.3,48.5
762.3,53.5
244.214,60.0
310.3,62.5
333.3,64.5
393.3,70.5
477.3,72.5
534.3,72.5
277.3,78.5
356.3,78.5
596.3,81.5
528.3,84.5
390.3,90.5
520.3,98.5
165.3,100.5
328.3,102.5
485.3,108.5
542.3,110.5
102.3,116.5
294.3,118.5
80.3,122.5
240.3,125.5
322.3,129.5
369.3,129.5
336.3,132.5
477.3,132.5
609.3,132.5
64.3,133.5
110.409,133.682
590.3,141.5
349.3,142.5
81.3,144.5
204.3,145.5
320.3,145.5
332.3,158.5
396.3,164.5
346.3,165.5
573.3,180.5
681.3,181.5
85.3,182.5
644.3,182.5
244.3,189.5
324.3,197.5
457.3,201.5
192.3,206.5
566.3,206.5
477.3,208.5
677.553,217.553
580.3,221.5
444.3,225.5
358.3,229.5
465.3,229.5
236.3,238.5
168.3,249.5
205.3,249.5
716.3,250.5
585.3,265.5
130.3,266.5
721.3,270.5
302.3,280.5
532.3,286.5
705.3,289.5
90.3,290.5
321.3,293.5
530.3,305.5
584.3,306.5
114.083,310.75
457.3,322.5
610.3,352.5
178.3,353.5
558.3,356.5
132.3,370.5
408.3,381.5
109.3,388.5
210.3,397.5
98.3,420.5
546.3,421.5
768.3,425.5
652.3,428.5
572.3,433.5
80.3,436.5
102.3,436.5
298.3,436.5
8.3,450.5
562.0,456.571
436.3,470.5
602.3,474.5
434.3,509.5
340.3,514.5
45.3,526.5
61.3,538.5
84.3,538.5
508.3,546.5
44.3,550.5
468.3,574.5
306.3,582.5
