X,Y
387,10
692,46
688,60
368,67
378,75
297,77
305,85
376,94
704,97
305,98
689,106
663,107
680,107
301,111
674,116
701,117
691,121
300,126
313,126
699,134
172,144
17,149
168,149
731,150
12,156
133,177
256,182
134,186
254,189
738,203
747,220
361,253
134,266
368,266
15,267
780,275
20,280
371,280
371,298
373,316
294,318
432,340
431,359
363,374
371,379
378,396
500,398
75,405
92,408
722,412
75,419
355,422
90,423
537,435
741,443
114,445
699,453
342,520
776,523
370,529
473,540
373,542
196,545
281,548
368,553
484,554
284,555
210,561
226,563
411,571
41,587
